Profile	Rawfilename	yyyy-mm-dd hh:mm	Depth [m]	Sampled volume [L]	LPM (1-1.26 µm) [# l-1]	LPM (1.26-1.59 µm) [# l-1]	LPM (1.59-2 µm) [# l-1]	LPM (2-2.52 µm) [# l-1]	LPM (2.52-3.17 µm) [# l-1]	LPM (3.17-4 µm) [# l-1]	LPM (4-5.04 µm) [# l-1]	LPM (5.04-6.35 µm) [# l-1]	LPM (6.35-8 µm) [# l-1]	LPM (8-10.1 µm) [# l-1]	LPM (10.1-12.7 µm) [# l-1]	LPM (12.7-16 µm) [# l-1]	LPM (16-20.2 µm) [# l-1]	LPM (20.2-25.4 µm) [# l-1]	LPM (25.4-32 µm) [# l-1]	LPM (32-40.3 µm) [# l-1]	LPM (40.3-50.8 µm) [# l-1]	LPM (50.8-64 µm) [# l-1]	LPM (64-80.6 µm) [# l-1]	LPM (80.6-102 µm) [# l-1]	LPM (102-128 µm) [# l-1]	LPM (128-161 µm) [# l-1]	LPM (161-203 µm) [# l-1]	LPM (203-256 µm) [# l-1]	LPM (256-323 µm) [# l-1]	LPM (323-406 µm) [# l-1]	LPM (406-512 µm) [# l-1]	LPM (512-645 µm) [# l-1]	LPM (645-813 µm) [# l-1]	LPM (0.813-1.02 mm) [# l-1]	LPM (1.02-1.29 mm) [# l-1]	LPM (1.29-1.63 mm) [# l-1]	LPM (1.63-2.05 mm) [# l-1]	LPM (2.05-2.58 mm) [# l-1]	LPM (2.58-3.25 mm) [# l-1]	LPM (3.25-4.1 mm) [# l-1]	LPM (4.1-5.16 mm) [# l-1]	LPM (5.16-6.5 mm) [# l-1]	LPM (6.5-8.19 mm) [# l-1]	LPM (8.19-10.3 mm) [# l-1]	LPM (10.3-13 mm) [# l-1]	LPM (13-16.4 mm) [# l-1]	LPM (16.4-20.6 mm) [# l-1]	LPM (20.6-26 mm) [# l-1]	LPM (>26 mm) [# l-1]	LPM biovolume (1-1.26 µm) [mm3 l-1]	LPM biovolume (1.26-1.59 µm) [mm3 l-1]	LPM biovolume (1.59-2 µm) [mm3 l-1]	LPM biovolume (2-2.52 µm) [mm3 l-1]	LPM biovolume (2.52-3.17 µm) [mm3 l-1]	LPM biovolume (3.17-4 µm) [mm3 l-1]	LPM biovolume (4-5.04 µm) [mm3 l-1]	LPM biovolume (5.04-6.35 µm) [mm3 l-1]	LPM biovolume (6.35-8 µm) [mm3 l-1]	LPM biovolume (8-10.1 µm) [mm3 l-1]	LPM biovolume (10.1-12.7 µm) [mm3 l-1]	LPM biovolume (12.7-16 µm) [mm3 l-1]	LPM biovolume (16-20.2 µm) [mm3 l-1]	LPM biovolume (20.2-25.4 µm) [mm3 l-1]	LPM biovolume (25.4-32 µm) [mm3 l-1]	LPM biovolume (32-40.3 µm) [mm3 l-1]	LPM biovolume (40.3-50.8 µm) [mm3 l-1]	LPM biovolume (50.8-64 µm) [mm3 l-1]	LPM biovolume (64-80.6 µm) [mm3 l-1]	LPM biovolume (80.6-102 µm) [mm3 l-1]	LPM biovolume (102-128 µm) [mm3 l-1]	LPM biovolume (128-161 µm) [mm3 l-1]	LPM biovolume (161-203 µm) [mm3 l-1]	LPM biovolume (203-256 µm) [mm3 l-1]	LPM biovolume (256-323 µm) [mm3 l-1]	LPM biovolume (323-406 µm) [mm3 l-1]	LPM biovolume (406-512 µm) [mm3 l-1]	LPM biovolume (512-645 µm) [mm3 l-1]	LPM biovolume (645-813 µm) [mm3 l-1]	LPM biovolume (0.813-1.02 mm) [mm3 l-1]	LPM biovolume (1.02-1.29 mm) [mm3 l-1]	LPM biovolume (1.29-1.63 mm) [mm3 l-1]	LPM biovolume (1.63-2.05 mm) [mm3 l-1]	LPM biovolume (2.05-2.58 mm) [mm3 l-1]	LPM biovolume (2.58-3.25 mm) [mm3 l-1]	LPM biovolume (3.25-4.1 mm) [mm3 l-1]	LPM biovolume (4.1-5.16 mm) [mm3 l-1]	LPM biovolume (5.16-6.5 mm) [mm3 l-1]	LPM biovolume (6.5-8.19 mm) [mm3 l-1]	LPM biovolume (8.19-10.3 mm) [mm3 l-1]	LPM biovolume (10.3-13 mm) [mm3 l-1]	LPM biovolume (13-16.4 mm) [mm3 l-1]	LPM biovolume (16.4-20.6 mm) [mm3 l-1]	LPM biovolume (20.6-26 mm) [mm3 l-1]	LPM biovolume (>26 mm) [mm3 l-1]	chloro fluo [mg chl m-3]	conductivity [ms cm-1]	cpar [%]	depth [m]	fcdom [ppb qse]	in situ density anomaly [kg m-3]	nitrate [umol l-1]	oxygen [umol kg-1]	oxygen [ml l-1]	par [umol m-2 s-1]	potential density anomaly [kg m-3]	potential temperature [degc]	practical salinity [psu]	pressure [db]	qc flag	spar [umol m-2 s-1]	temperature [degc]	extrames01	extrames02	extrames03	extrames04	extrames05	extrames06	extrames07	extrames08	extrames09	extrames10	extrames11	extrames12	extrames13	extrames14	extrames15	extrames16	extrames17	extrames18	extrames19	extrames20
lambdasample03	HDRlambdasample03_UVPSN_DEPTH_LPM.txt	2019-11-21 03:00:02	2.5	3.39																	283.1858407079646	141.5929203539823	7.0796460176991145	14.159292035398229	0.0	23.59882005899705	40.41297935103245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																													
lambdasample03	HDRlambdasample03_UVPSN_DEPTH_LPM.txt	2019-11-21 03:01:05	7.5	3.39																	282.3008849557522	140.7079646017699	7.0796460176991145	13.274336283185841	0.0	22.71386430678466	40.117994100294986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																													
lambdasample03	HDRlambdasample03_UVPSN_DEPTH_LPM.txt	2019-11-21 03:02:08	12.5	3.39																	281.71091445427726	140.117994100295	7.0796460176991145	12.684365781710914	0.0	22.123893805309734	40.117994100294986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																													
lambdasample03	HDRlambdasample03_UVPSN_DEPTH_LPM.txt	2019-11-21 03:03:11	17.5	3.39																	280.8259587020649	139.2330383480826	7.0796460176991145	11.799410029498524	0.0	21.238938053097343	40.117994100294986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																													
lambdasample03	HDRlambdasample03_UVPSN_DEPTH_LPM.txt	2019-11-21 03:04:14	22.5	3.39																	280.23598820059	138.64306784660766	7.0796460176991145	11.209439528023598	0.0	20.64896755162242	40.117994100294986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																													
lambdasample03	HDRlambdasample03_UVPSN_DEPTH_LPM.txt	2019-11-21 03:05:17	27.5	3.39																	279.646017699115	138.05309734513273	7.0796460176991145	10.619469026548671	0.0	20.058997050147493	40.117994100294986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																													
lambdasample03	HDRlambdasample03_UVPSN_DEPTH_LPM.txt	2019-11-21 03:06:20	32.5	3.39																	278.76106194690266	137.16814159292034	7.0796460176991145	9.734513274336283	0.0	19.469026548672566	40.117994100294986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																													
lambdasample03	HDRlambdasample03_UVPSN_DEPTH_LPM.txt	2019-11-21 03:07:23	37.5	3.39																	278.1710914454277	136.57817109144543	7.0796460176991145	9.144542772861357	0.0	18.87905604719764	40.117994100294986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																													
lambdasample03	HDRlambdasample03_UVPSN_DEPTH_LPM.txt	2019-11-21 03:08:26	42.5	3.39																	277.28613569321533	135.69321533923303	7.0796460176991145	8.259587020648967	0.0	18.584070796460175	40.117994100294986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																													
lambdasample03	HDRlambdasample03_UVPSN_DEPTH_LPM.txt	2019-11-21 03:09:29	47.5	3.39																	276.6961651917404	135.1032448377581	7.0796460176991145	7.669616519174041	0.0	17.99410029498525	40.117994100294986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																													
lambdasample03	HDRlambdasample03_UVPSN_DEPTH_LPM.txt	2019-11-21 03:10:32	52.5	3.39																	276.10619469026545	134.5132743362832	7.0796460176991145	7.0796460176991145	0.0	17.699115044247787	40.117994100294986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																													
lambdasample03	HDRlambdasample03_UVPSN_DEPTH_LPM.txt	2019-11-21 03:11:35	57.5	3.39																	275.2212389380531	133.6283185840708	7.0796460176991145	6.1946902654867255	0.0	17.10914454277286	40.117994100294986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																													
lambdasample03	HDRlambdasample03_UVPSN_DEPTH_LPM.txt	2019-11-21 03:12:38	62.5	3.39																	274.6312684365782	133.03834808259586	7.0796460176991145	5.604719764011799	0.0	16.8141592920354	40.117994100294986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																													
lambdasample03	HDRlambdasample03_UVPSN_DEPTH_LPM.txt	2019-11-21 03:13:41	67.5	3.39																	273.74631268436576	132.15339233038347	7.0796460176991145	4.71976401179941	0.0	16.224188790560472	39.82300884955752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																													
lambdasample03	HDRlambdasample03_UVPSN_DEPTH_LPM.txt	2019-11-21 03:14:44	72.5	3.39																	273.15634218289085	131.56342182890856	7.0796460176991145	4.129793510324483	0.0	15.929203539823009	39.82300884955752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																																																													
