Profile	Rawfilename	yyyy-mm-dd hh:mm	Depth [m]	Sampled volume [L]	LPM (1-1.26 µm) [# l-1]	LPM (1.26-1.59 µm) [# l-1]	LPM (1.59-2 µm) [# l-1]	LPM (2-2.52 µm) [# l-1]	LPM (2.52-3.17 µm) [# l-1]	LPM (3.17-4 µm) [# l-1]	LPM (4-5.04 µm) [# l-1]	LPM (5.04-6.35 µm) [# l-1]	LPM (6.35-8 µm) [# l-1]	LPM (8-10.1 µm) [# l-1]	LPM (10.1-12.7 µm) [# l-1]	LPM (12.7-16 µm) [# l-1]	LPM (16-20.2 µm) [# l-1]	LPM (20.2-25.4 µm) [# l-1]	LPM (25.4-32 µm) [# l-1]	LPM (32-40.3 µm) [# l-1]	LPM (40.3-50.8 µm) [# l-1]	LPM (50.8-64 µm) [# l-1]	LPM (64-80.6 µm) [# l-1]	LPM (80.6-102 µm) [# l-1]	LPM (102-128 µm) [# l-1]	LPM (128-161 µm) [# l-1]	LPM (161-203 µm) [# l-1]	LPM (203-256 µm) [# l-1]	LPM (256-323 µm) [# l-1]	LPM (323-406 µm) [# l-1]	LPM (406-512 µm) [# l-1]	LPM (512-645 µm) [# l-1]	LPM (645-813 µm) [# l-1]	LPM (0.813-1.02 mm) [# l-1]	LPM (1.02-1.29 mm) [# l-1]	LPM (1.29-1.63 mm) [# l-1]	LPM (1.63-2.05 mm) [# l-1]	LPM (2.05-2.58 mm) [# l-1]	LPM (2.58-3.25 mm) [# l-1]	LPM (3.25-4.1 mm) [# l-1]	LPM (4.1-5.16 mm) [# l-1]	LPM (5.16-6.5 mm) [# l-1]	LPM (6.5-8.19 mm) [# l-1]	LPM (8.19-10.3 mm) [# l-1]	LPM (10.3-13 mm) [# l-1]	LPM (13-16.4 mm) [# l-1]	LPM (16.4-20.6 mm) [# l-1]	LPM (20.6-26 mm) [# l-1]	LPM (>26 mm) [# l-1]	LPM biovolume (1-1.26 µm) [mm3 l-1]	LPM biovolume (1.26-1.59 µm) [mm3 l-1]	LPM biovolume (1.59-2 µm) [mm3 l-1]	LPM biovolume (2-2.52 µm) [mm3 l-1]	LPM biovolume (2.52-3.17 µm) [mm3 l-1]	LPM biovolume (3.17-4 µm) [mm3 l-1]	LPM biovolume (4-5.04 µm) [mm3 l-1]	LPM biovolume (5.04-6.35 µm) [mm3 l-1]	LPM biovolume (6.35-8 µm) [mm3 l-1]	LPM biovolume (8-10.1 µm) [mm3 l-1]	LPM biovolume (10.1-12.7 µm) [mm3 l-1]	LPM biovolume (12.7-16 µm) [mm3 l-1]	LPM biovolume (16-20.2 µm) [mm3 l-1]	LPM biovolume (20.2-25.4 µm) [mm3 l-1]	LPM biovolume (25.4-32 µm) [mm3 l-1]	LPM biovolume (32-40.3 µm) [mm3 l-1]	LPM biovolume (40.3-50.8 µm) [mm3 l-1]	LPM biovolume (50.8-64 µm) [mm3 l-1]	LPM biovolume (64-80.6 µm) [mm3 l-1]	LPM biovolume (80.6-102 µm) [mm3 l-1]	LPM biovolume (102-128 µm) [mm3 l-1]	LPM biovolume (128-161 µm) [mm3 l-1]	LPM biovolume (161-203 µm) [mm3 l-1]	LPM biovolume (203-256 µm) [mm3 l-1]	LPM biovolume (256-323 µm) [mm3 l-1]	LPM biovolume (323-406 µm) [mm3 l-1]	LPM biovolume (406-512 µm) [mm3 l-1]	LPM biovolume (512-645 µm) [mm3 l-1]	LPM biovolume (645-813 µm) [mm3 l-1]	LPM biovolume (0.813-1.02 mm) [mm3 l-1]	LPM biovolume (1.02-1.29 mm) [mm3 l-1]	LPM biovolume (1.29-1.63 mm) [mm3 l-1]	LPM biovolume (1.63-2.05 mm) [mm3 l-1]	LPM biovolume (2.05-2.58 mm) [mm3 l-1]	LPM biovolume (2.58-3.25 mm) [mm3 l-1]	LPM biovolume (3.25-4.1 mm) [mm3 l-1]	LPM biovolume (4.1-5.16 mm) [mm3 l-1]	LPM biovolume (5.16-6.5 mm) [mm3 l-1]	LPM biovolume (6.5-8.19 mm) [mm3 l-1]	LPM biovolume (8.19-10.3 mm) [mm3 l-1]	LPM biovolume (10.3-13 mm) [mm3 l-1]	LPM biovolume (13-16.4 mm) [mm3 l-1]	LPM biovolume (16.4-20.6 mm) [mm3 l-1]	LPM biovolume (20.6-26 mm) [mm3 l-1]	LPM biovolume (>26 mm) [mm3 l-1]	chloro fluo [mg chl m-3]	conductivity [ms cm-1]	cpar [%]	depth [m]	fcdom [ppb qse]	in situ density anomaly [kg m-3]	nitrate [umol l-1]	oxygen [umol kg-1]	oxygen [ml l-1]	par [umol m-2 s-1]	potential density anomaly [kg m-3]	potential temperature [degc]	practical salinity [psu]	pressure [db]	qc flag	spar [umol m-2 s-1]	temperature [degc]	extrames01	extrames02	extrames03	extrames04	extrames05	extrames06	extrames07	extrames08	extrames09	extrames10	extrames11	extrames12	extrames13	extrames14	extrames15	extrames16	extrames17	extrames18	extrames19	extrames20
lambdasample01	HDRlambdasample01_UVPSN_DEPTH_LPM.txt	2019-11-21 01:00:00	2.5	1.13																	353.9823008849558	176.9911504424779	8.849557522123895	17.69911504424779		29.203539823008853	50.4424778761062																																																																																																								
lambdasample01	HDRlambdasample01_UVPSN_DEPTH_LPM.txt	2019-11-21 01:01:03	7.5	1.13																	353.0973451327434	176.1061946902655	8.849557522123895	16.8141592920354		28.31858407079646	50.4424778761062																																																																																																								
lambdasample01	HDRlambdasample01_UVPSN_DEPTH_LPM.txt	2019-11-21 01:02:06	12.5	1.13																	352.212389380531	175.22123893805312	8.849557522123895	15.92920353982301		27.433628318584073	50.4424778761062																																																																																																								
lambdasample01	HDRlambdasample01_UVPSN_DEPTH_LPM.txt	2019-11-21 01:03:09	17.5	1.13																	351.3274336283186	174.33628318584073	8.849557522123895	15.04424778761062		26.548672566371685	50.4424778761062																																																																																																								
lambdasample01	HDRlambdasample01_UVPSN_DEPTH_LPM.txt	2019-11-21 01:04:12	22.5	1.13																	350.44247787610624	173.45132743362834	8.849557522123895	14.15929203539823		25.663716814159294	49.55752212389381																																																																																																								
lambdasample01	HDRlambdasample01_UVPSN_DEPTH_LPM.txt	2019-11-21 01:05:15	27.5	1.13																	349.5575221238938	172.56637168141594	8.849557522123895	13.274336283185843		24.778761061946906	49.55752212389381																																																																																																								
lambdasample01	HDRlambdasample01_UVPSN_DEPTH_LPM.txt	2019-11-21 01:06:18	32.5	1.13																	348.67256637168146	171.68141592920355	8.849557522123895	12.389380530973453		23.893805309734514	49.55752212389381																																																																																																								
lambdasample01	HDRlambdasample01_UVPSN_DEPTH_LPM.txt	2019-11-21 01:07:21	37.5	1.13																	347.78761061946904	170.79646017699116	8.849557522123895	11.504424778761063		23.893805309734514	49.55752212389381																																																																																																								
lambdasample01	HDRlambdasample01_UVPSN_DEPTH_LPM.txt	2019-11-21 01:08:24	42.5	1.13																	346.9026548672567	169.91150442477877	8.849557522123895	10.619469026548673		23.008849557522126	49.55752212389381																																																																																																								
lambdasample01	HDRlambdasample01_UVPSN_DEPTH_LPM.txt	2019-11-21 01:09:27	47.5	1.13																	346.0176991150443	169.02654867256638	8.849557522123895	9.734513274336283		22.123893805309738	49.55752212389381																																																																																																								
lambdasample01	HDRlambdasample01_UVPSN_DEPTH_LPM.txt	2019-11-21 01:10:30	52.5	1.13																	345.1327433628319	168.141592920354	8.849557522123895	8.849557522123895		22.123893805309738	49.55752212389381																																																																																																								
lambdasample01	HDRlambdasample01_UVPSN_DEPTH_LPM.txt	2019-11-21 01:11:33	57.5	1.13																	344.2477876106195	167.25663716814162	8.849557522123895	7.964601769911505		21.238938053097346	49.55752212389381																																																																																																								
lambdasample01	HDRlambdasample01_UVPSN_DEPTH_LPM.txt	2019-11-21 01:12:36	62.5	1.13																	343.3628318584071	166.37168141592923	8.849557522123895	7.079646017699115		20.353982300884958	49.55752212389381																																																																																																								
lambdasample01	HDRlambdasample01_UVPSN_DEPTH_LPM.txt	2019-11-21 01:13:39	67.5	1.13																	342.47787610619474	165.48672566371684	8.849557522123895	6.194690265486726		20.353982300884958	49.55752212389381																																																																																																								
lambdasample01	HDRlambdasample01_UVPSN_DEPTH_LPM.txt	2019-11-21 01:14:42	72.5	1.13																	341.5929203539823	164.60176991150445	8.849557522123895	5.3097345132743365		19.469026548672566	49.55752212389381																																																																																																								
lambdasample01	HDRlambdasample01_UVPSN_DEPTH_LPM.txt	2019-11-21 01:15:45	77.5	1.13																	340.70796460176996	163.71681415929206	8.849557522123895	4.424778761061948		19.469026548672566	49.55752212389381																																																																																																								
lambdasample01	HDRlambdasample01_UVPSN_DEPTH_LPM.txt	2019-11-21 01:16:48	82.5	1.13																	339.82300884955754	162.83185840707966	8.849557522123895	3.5398230088495577		18.58407079646018	49.55752212389381																																																																																																								
lambdasample01	HDRlambdasample01_UVPSN_DEPTH_LPM.txt	2019-11-21 01:17:51	87.5	1.13																	338.9380530973452	161.94690265486727	8.849557522123895	2.6548672566371683		18.58407079646018	49.55752212389381																																																																																																								
lambdasample01	HDRlambdasample01_UVPSN_DEPTH_LPM.txt	2019-11-21 01:18:54	92.5	1.13																	338.05309734513276	161.06194690265488	8.849557522123895	1.7699115044247788		17.69911504424779	49.55752212389381																																																																																																								
lambdasample01	HDRlambdasample01_UVPSN_DEPTH_LPM.txt	2019-11-21 01:19:57	97.5	1.13																	337.1681415929204	160.1769911504425	8.849557522123895	0.8849557522123894		17.69911504424779	49.55752212389381																																																																																																								
lambdasample01	HDRlambdasample01_UVPSN_DEPTH_LPM.txt	2019-11-21 01:21:00	102.5	1.13																	336.283185840708	159.2920353982301	8.849557522123895			17.69911504424779	49.55752212389381																																																																																																								
lambdasample01	HDRlambdasample01_UVPSN_DEPTH_LPM.txt	2019-11-21 01:22:03	107.5	1.13																	335.3982300884956	158.4070796460177	8.849557522123895			16.8141592920354	49.55752212389381																																																																																																								
