Profile	Rawfilename	yyyy-mm-dd hh:mm	Depth [m]	Sampled volume [L]	living [# m-3]	living>Eukaryota [# m-3]	living>Eukaryota>Harosa [# m-3]	living>Eukaryota>Harosa>Rhizaria [# m-3]	living>Eukaryota>Harosa>Rhizaria>Retaria [# m-3]	living>Eukaryota>Harosa>Rhizaria>Retaria>Acantharea [# m-3]	living>Eukaryota>Harosa>Rhizaria>Retaria>Polycystinea [# m-3]	living>Eukaryota>Harosa>Rhizaria>Retaria>Polycystinea>Collodaria [# m-3]	living>Eukaryota>Harosa>Rhizaria>Retaria>Polycystinea>Collodaria>solitaryblack [# m-3]	living>Eukaryota>Harosa>Rhizaria>Retaria>Polycystinea>Collodaria>solitarygrey [# m-3]	not-living [# m-3]	not-living>detritus [# m-3]	not-living>detritus>fiber [# m-3]	not-living>plastic [# m-3]	not-living>plastic>fiber [# m-3]	living biovolume [mm3 l-1]	living>Eukaryota biovolume [mm3 l-1]	living>Eukaryota>Harosa biovolume [mm3 l-1]	living>Eukaryota>Harosa>Rhizaria biovolume [mm3 l-1]	living>Eukaryota>Harosa>Rhizaria>Retaria biovolume [mm3 l-1]	living>Eukaryota>Harosa>Rhizaria>Retaria>Acantharea biovolume [mm3 l-1]	living>Eukaryota>Harosa>Rhizaria>Retaria>Polycystinea biovolume [mm3 l-1]	living>Eukaryota>Harosa>Rhizaria>Retaria>Polycystinea>Collodaria biovolume [mm3 l-1]	living>Eukaryota>Harosa>Rhizaria>Retaria>Polycystinea>Collodaria>solitaryblack biovolume [mm3 l-1]	living>Eukaryota>Harosa>Rhizaria>Retaria>Polycystinea>Collodaria>solitarygrey biovolume [mm3 l-1]	not-living biovolume [mm3 l-1]	not-living>detritus biovolume [mm3 l-1]	not-living>detritus>fiber biovolume [mm3 l-1]	not-living>plastic biovolume [mm3 l-1]	not-living>plastic>fiber biovolume [mm3 l-1]	living avgesd [mm]	living>Eukaryota avgesd [mm]	living>Eukaryota>Harosa avgesd [mm]	living>Eukaryota>Harosa>Rhizaria avgesd [mm]	living>Eukaryota>Harosa>Rhizaria>Retaria avgesd [mm]	living>Eukaryota>Harosa>Rhizaria>Retaria>Acantharea avgesd [mm]	living>Eukaryota>Harosa>Rhizaria>Retaria>Polycystinea avgesd [mm]	living>Eukaryota>Harosa>Rhizaria>Retaria>Polycystinea>Collodaria avgesd [mm]	living>Eukaryota>Harosa>Rhizaria>Retaria>Polycystinea>Collodaria>solitaryblack avgesd [mm]	living>Eukaryota>Harosa>Rhizaria>Retaria>Polycystinea>Collodaria>solitarygrey avgesd [mm]	not-living avgesd [mm]	not-living>detritus avgesd [mm]	not-living>detritus>fiber avgesd [mm]	not-living>plastic avgesd [mm]	not-living>plastic>fiber avgesd [mm]
brusample01	HDR20191121010000	2019-11-21 01:00:00	2.5	1.13	7079.646017699116	7079.646017699116	7079.646017699116	7079.646017699116	7079.646017699116	1769.911504424779	5309.734513274337	5309.734513274337	2654.8672566371683	2654.8672566371683	7964.6017699115055	2654.8672566371683	2654.8672566371683	5309.734513274337	5309.734513274337	22.649045089858497	22.649045089858497	22.649045089858497	22.649045089858497	22.649045089858497	4.7028276493474515	17.946217440510974	17.946217440510974	10.874310941576374	7.071906498934656	10.199213156684603	2.5002965206569563	2.5002965206569563	7.698916636027611	7.698916636027611	1.80781553053872	1.80781553053872	1.80781553053872	1.80781553053872	1.80781553053872	1.71844641150691	1.85250009005462	1.85250009005462	1.98511933821097	1.71988084189828	1.31020811657607	1.2161394061391	1.2161394061391	1.40427682701304	1.40427682701304
brusample01	HDR20191121010000	2019-11-21 01:00:00	7.5	1.13	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	1769.911504424779	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	34.356954721830355	34.356954721830355	34.356954721830355	34.356954721830355	34.356954721830355	4.655799657315885	29.701155064514516	29.701155064514516	17.997041661844516	11.704113402669913	16.94101895730841	4.167160867761593	4.167160867761593	12.773858089546815	12.773858089546815	1.80301305473784	1.80301305473784	1.80301305473784	1.80301305473784	1.80301305473784	1.71269907494561	1.84817004463396	1.84817004463396	1.98047757304577	1.71586251622215	1.30915358914469	1.2161394061391	1.2161394061391	1.40216777215028	1.40216777215028
brusample01	HDR20191121010000	2019-11-21 01:00:00	12.5	1.13	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	2654.8672566371683	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	36.326932020707524	36.326932020707524	36.326932020707524	36.326932020707524	36.326932020707524	6.895867362529904	29.431064658177615	29.431064658177615	17.82088901234133	11.610175645836373	16.845047612526287	4.167160867761593	4.167160867761593	12.677886744764692	12.677886744764692	1.79691343677778	1.79691343677778	1.79691343677778	1.79691343677778	1.79691343677778	1.70548664742249	1.84262683145543	1.84262683145543	1.97399480190812	1.71125886100274	1.30739339051395	1.2161394061391	1.2161394061391	1.3986473748888	1.3986473748888
brusample01	HDR20191121010000	2019-11-21 01:00:00	17.5	1.13	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	1769.911504424779	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	33.71419606070107	33.71419606070107	33.71419606070107	33.71419606070107	33.71419606070107	4.538921276967726	29.17527478373328	29.17527478373328	17.65879997627717	11.516474807456108	16.749317828001946	4.167160867761593	4.167160867761593	12.582156960240356	12.582156960240356	1.79096031907223	1.79096031907223	1.79096031907223	1.79096031907223	1.79096031907223	1.69824563910478	1.83731765905595	1.83731765905595	1.96799175252911	1.7066435655828	1.3056287502402	1.2161394061391	1.2161394061391	1.39511809434129	1.39511809434129
brusample01	HDR20191121010000	2019-11-21 01:00:00	22.5	1.13	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	2654.8672566371683	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	35.61642906225257	35.61642906225257	35.61642906225257	35.61642906225257	35.61642906225257	6.721294359976806	28.89513470227575	28.89513470227575	17.48376152711062	11.411373175165133	16.653830214826815	4.167160867761593	4.167160867761593	12.486669347065222	12.486669347065222	1.78462507214833	1.78462507214833	1.78462507214833	1.78462507214833	1.78462507214833	1.69097154716408	1.83145183464045	1.83145183464045	1.96146771525832	1.70143595402259	1.30385963452876	1.2161394061391	1.2161394061391	1.39157986291842	1.39157986291842
brusample01	HDR20191121010000	2019-11-21 01:00:00	27.5	1.13	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	1769.911504424779	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	33.06396938990867	33.06396938990867	33.06396938990867	33.06396938990867	33.06396938990867	4.423037637837761	28.640931752070976	28.640931752070976	17.32270426195894	11.318227490112037	16.558585388753542	4.167160867761593	4.167160867761593	12.391424520991947	12.391424520991947	1.77862916391845	1.77862916391845	1.77862916391845	1.77862916391845	1.77862916391845	1.68366813206334	1.826109679846	1.826109679846	1.95542620867422	1.69679315101779	1.30208600915422	1.2161394061391	1.2161394061391	1.38803261216935	1.38803261216935
brusample01	HDR20191121010000	2019-11-21 01:00:00	32.5	1.13	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	2654.8672566371683	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	34.92232778475416	34.92232778475416	34.92232778475416	34.92232778475416	34.92232778475416	6.5482198902530095	28.374107894501154	28.374107894501154	17.14878715116381	11.225320743337347	16.46358397025593	4.167160867761593	4.167160867761593	12.296423102494337	12.296423102494337	1.77244309370478	1.77244309370478	1.77244309370478	1.77244309370478	1.77244309370478	1.67633076650477	1.82049925730478	1.82049925730478	1.94886010705695	1.69213840755261	1.30030783945271	1.2161394061391	1.2161394061391	1.38447627276632	1.38447627276632
brusample01	HDR20191121010000	2019-11-21 01:00:00	37.5	1.13	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	1769.911504424779	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	32.418040799992305	32.418040799992305	32.418040799992305	32.418040799992305	32.418040799992305	4.308157353246363	28.10988344674593	28.10988344674593	16.988768309492215	11.121115137253717	16.368826584589208	4.167160867761593	4.167160867761593	12.201665716827613	12.201665716827613	1.76620957154341	1.76620957154341	1.76620957154341	1.76620957154341	1.76620957154341	1.66896330271695	1.81483270595663	1.81483270595663	1.94277939456208	1.68688601735119	1.29852509031397	1.2161394061391	1.2161394061391	1.38091077448884	1.38091077448884
brusample01	HDR20191121010000	2019-11-21 01:00:00	42.5	1.13	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	2654.8672566371683	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	34.22140517394381	34.22140517394381	34.22140517394381	34.22140517394381	34.22140517394381	6.376657042383301	27.844748131560532	27.844748131560532	16.81597981407549	11.028768317484957	16.27431386185195	4.167160867761593	4.167160867761593	12.107152994090354	12.107152994090354	1.75997814599763	1.75997814599763	1.75997814599763	1.75997814599763	1.75997814599763	1.66156098310952	1.80918672744168	1.80918672744168	1.93617040431527	1.68220305056809	1.2967377261733	1.2161394061391	1.2161394061391	1.3773360462075	1.3773360462075
brusample01	HDR20191121010000	2019-11-21 01:00:00	47.5	1.13	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	1769.911504424779	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	31.787957951411332	31.787957951411332	31.787957951411332	31.787957951411332	31.787957951411332	4.194289264216867	27.59366868719443	27.59366868719443	16.657006178817966	10.936662508376461	16.180046437049114	4.167160867761593	4.167160867761593	12.012885569287524	12.012885569287524	1.75389509932245	1.75389509932245	1.75389509932245	1.75389509932245	1.75389509932245	1.65412775544665	1.80377877126036	1.80377877126036	1.93004971259046	1.67750782993025	1.29494571100325	1.2161394061391	1.2161394061391	1.3737520158674	1.3737520158674
brusample01	HDR20191121010000	2019-11-21 01:00:00	52.5	1.13	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	2654.8672566371683	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	33.52533367409522	33.52533367409522	33.52533367409522	33.52533367409522	33.52533367409522	6.2066192544971335	27.318714419598056	27.318714419598056	16.485353719328057	10.833360700270001	16.086024950155576	4.167160867761593	4.167160867761593	11.918864082393982	11.918864082393982	1.7474217311759	1.7474217311759	1.7474217311759	1.7474217311759	1.7474217311759	1.64665872563473	1.79780323394649	1.79780323394649	1.92339698215354	1.67220948573944	1.29314900830518	1.2161394061391	1.2161394061391	1.37015861047126	1.37015861047126
brusample01	HDR20191121010000	2019-11-21 01:00:00	57.5	1.13	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	1769.911504424779	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	31.150694374937704	31.150694374937704	31.150694374937704	31.150694374937704	31.150694374937704	4.08144244968893	27.069251925248853	27.069251925248853	16.32743220809938	10.74181971714947	15.992250046181772	4.167160867761593	4.167160867761593	11.825089178420178	11.825089178420178	1.74129291584821	1.74129291584821	1.74129291584821	1.74129291584821	1.74129291584821	1.63915794096228	1.79236040329118	1.79236040329118	1.91723551211822	1.66748529446414	1.29134758110054	1.2161394061391	1.2161394061391	1.36655575606198	1.36655575606198
brusample01	HDR20191121010000	2019-11-21 01:00:00	62.5	1.13	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	2654.8672566371683	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	32.84556555498416	32.84556555498416	32.84556555498416	32.84556555498416	32.84556555498416	6.038120329629354	26.807445225354783	26.807445225354783	16.1569233534077	10.650521871947081	15.898722375239736	4.167160867761593	4.167160867761593	11.731561507478144	11.731561507478144	1.73496901585313	1.73496901585313	1.73496901585313	1.73496901585313	1.73496901585313	1.63162036420052	1.78664334167943	1.78664334167943	1.91053816137234	1.66274852198653	1.28954139192204	1.2161394061391	1.2161394061391	1.36294337770499	1.36294337770499
brusample01	HDR20191121010000	2019-11-21 01:00:00	67.5	1.13	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	1769.911504424779	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	30.517819099799738	30.517819099799738	30.517819099799738	30.517819099799738	30.517819099799738	3.9696262373849645	26.54819286241478	26.54819286241478	16.000061023020358	10.548131839394426	15.805442592610975	4.167160867761593	4.167160867761593	11.638281724849382	11.638281724849382	1.7285960764923	1.7285960764923	1.7285960764923	1.7285960764923	1.7285960764923	1.62405014638624	1.78086904154533	1.78086904154533	1.9043350869668	1.65740299612386	1.28773040280453	1.2161394061391	1.2161394061391	1.35932139946995	1.35932139946995
brusample01	HDR20191121010000	2019-11-21 01:00:00	72.5	1.13	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	2654.8672566371683	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	32.15928179791549	32.15928179791549	32.15928179791549	32.15928179791549	32.15928179791549	5.8711744525407354	26.28810734537469	26.28810734537469	15.830703495329827	10.45740385004487	15.712411358815134	4.167160867761593	4.167160867761593	11.545250491053542	11.545250491053542	1.72222359268568	1.72222359268568	1.72222359268568	1.72222359268568	1.72222359268568	1.61644210006504	1.77511433899599	1.77511433899599	1.8975922058758	1.65263647211619	1.28591457527567	1.2161394061391	1.2161394061391	1.35568974441224	1.35568974441224
brusample01	HDR20191121010000	2019-11-21 01:00:00	77.5	1.13	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	1769.911504424779	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	29.900678945123186	29.900678945123186	29.900678945123186	29.900678945123186	29.900678945123186	3.8588502153844426	26.04182872973876	26.04182872973876	15.674907546525667	10.366921183213098	15.619629339680356	4.167160867761593	4.167160867761593	11.452468471918761	11.452468471918761	1.71600139399582	1.71600139399582	1.71600139399582	1.71600139399582	1.71600139399582	1.60880048449903	1.76960184874421	1.76960184874421	1.89134667276851	1.64785702471991	1.28409387034645	1.2161394061391	1.2161394061391	1.3520483345538	1.3520483345538
brusample01	HDR20191121010000	2019-11-21 01:00:00	82.5	1.13	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	2654.8672566371683	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	31.477956553108147	31.477956553108147	31.477956553108147	31.477956553108147	31.477956553108147	5.705796207644452	25.772160345463632	25.772160345463632	15.506709226618673	10.265451118845045	15.527097206414602	4.167160867761593	4.167160867761593	11.359936338653009	11.359936338653009	1.70938010273339	1.70938010273339	1.70938010273339	1.70938010273339	1.70938010273339	1.60111995441771	1.76351017689124	1.76351017689124	1.88455731993547	1.64246303384701	1.28226824850136	1.2161394061391	1.2161394061391	1.34839709086363	1.34839709086363
brusample01	HDR20191121010000	2019-11-21 01:00:00	87.5	1.13	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	1769.911504424779	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	29.276654728043454	29.276654728043454	29.276654728043454	29.276654728043454	29.276654728043454	3.749124244466434	25.527530483576992	25.527530483576992	15.351987009029468	10.175543474547522	15.434815635678497	4.167160867761593	4.167160867761593	11.267654767916904	11.267654767916904	1.70310878150423	1.70310878150423	1.70310878150423	1.70310878150423	1.70310878150423	1.59340488205834	1.75796073122717	1.75796073122717	1.87826844414957	1.63765301830478	1.28043766968844	1.2161394061391	1.2161394061391	1.34473593323778	1.34473593323778
brusample01	HDR20191121010000	2019-11-21 01:00:00	92.5	1.13	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	2654.8672566371683	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	30.812839937236728	30.812839937236728	30.812839937236728	30.812839937236728	30.812839937236728	5.542000598133859	25.270839339102835	25.270839339102835	15.18495594177062	10.085883397332214	15.342785309659648	4.167160867761593	4.167160867761593	11.175624441898055	11.175624441898055	1.69663704095672	1.69663704095672	1.69663704095672	1.69663704095672	1.69663704095672	1.58564975619765	1.75213068333626	1.75213068333626	1.87143164528266	1.63282972138986	1.27860209330898	1.2161394061391	1.2161394061391	1.34106478047885	1.34106478047885
brusample01	HDR20191121010000	2019-11-21 01:00:00	97.5	1.13	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	1769.911504424779	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	28.657115149080887	28.657115149080887	28.657115149080887	28.657115149080887	28.657115149080887	3.6404584712871157	25.01665667779372	25.01665667779372	15.031314959120708	9.985341718673011	15.25100691614832	4.167160867761593	4.167160867761593	11.083846048386727	11.083846048386727	1.69011450058083	1.69011450058083	1.69011450058083	1.69011450058083	1.69011450058083	1.5778590670922	1.74624221732515	1.74624221732515	1.86509851173554	1.62738592291477	1.27676147820702	1.2161394061391	1.2161394061391	1.33738355027495	1.33738355027495
brusample01	HDR20191121010000	2019-11-21 01:00:00	102.5	1.13	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	2654.8672566371683	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	30.141524399455758	30.141524399455758	30.141524399455758	30.141524399455758	30.141524399455758	5.37980306641701	24.761721333038764	24.761721333038764	14.86545935923133	9.896261973807434	15.159481148614425	4.167160867761593	4.167160867761593	10.992320280852834	10.992320280852834	1.68359053001058	1.68359053001058	1.68359053001058	1.68359053001058	1.68359053001058	1.57002712883168	1.74037223060004	1.74037223060004	1.85821325801595	1.62253120318413	1.27491578265864	1.2161394061391	1.2161394061391	1.33369215917818	1.33369215917818
brusample01	HDR20191121010000	2019-11-21 01:00:00	107.5	1.13	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	1769.911504424779	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	28.053202720613275	28.053202720613275	28.053202720613275	28.053202720613275	28.053202720613275	3.5328633424665137	24.52033937814673	24.52033937814673	14.712907274798761	9.807432103347965	15.068208706286285	4.167160867761593	4.167160867761593	10.901047838524692	10.901047838524692	1.67721876709247	1.67721876709247	1.67721876709247	1.67721876709247	1.67721876709247	1.56215855505387	1.73474887311177	1.73474887311177	1.85183491896492	1.61766282725863	1.27306496436084	1.2161394061391	1.2161394061391	1.32999052258258	1.32999052258258
brusample01	HDR20191121010000	2019-11-21 01:00:00	112.5	1.13	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	2654.8672566371683	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	29.47528251219133	29.47528251219133	29.47528251219133	29.47528251219133	29.47528251219133	5.219219515975098	24.256062996216286	24.256062996216286	14.548235532919472	9.707827463296816	14.97719029423062	4.167160867761593	4.167160867761593	10.810029426469027	10.810029426469027	1.67043848550499	1.67043848550499	1.67043848550499	1.67043848550499	1.67043848550499	1.55424747577221	1.72853399037137	1.72853399037137	1.84490016530922	1.61216781543353	1.27120898042028	1.2161394061391	1.2161394061391	1.32627855470147	1.32627855470147
brusample01	HDR20191121010000	2019-11-21 01:00:00	117.5	1.13	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	1769.911504424779	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	27.44271317980788	27.44271317980788	27.44271317980788	27.44271317980788	27.44271317980788	3.4263496196665755	24.01636356014133	24.01636356014133	14.396780175271592	9.619583384869737	14.886426623434248	4.167160867761593	4.167160867761593	10.719265755672655	10.719265755672655	1.66401379794874	1.66401379794874	1.66401379794874	1.66401379794874	1.66401379794874	1.5462986337114	1.72287138006741	1.72287138006741	1.83847563869593	1.60726712143889	1.26934778734169	1.2161394061391	1.2161394061391	1.32255616854427	1.32255616854427
brusample01	HDR20191121010000	2019-11-21 01:00:00	122.5	1.13	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	11504.424778761064	2654.8672566371683	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	28.825158753019824	28.825158753019824	28.825158753019824	28.825158753019824	28.825158753019824	5.0602663347749655	23.76489241824487	23.76489241824487	14.233300864332392	9.53159155391248	14.795918410887612	4.167160867761593	4.167160867761593	10.628757543126019	10.628757543126019	1.65738288168779	1.65738288168779	1.65738288168779	1.65738288168779	1.65738288168779	1.53830596469995	1.71692134018171	1.71692134018171	1.83149030190432	1.60235237845911	1.26748134101591	1.2161394061391	1.2161394061391	1.31882327589272	1.31882327589272
brusample01	HDR20191121010000	2019-11-21 01:00:00	127.5	1.13	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	10619.469026548673	1769.911504424779	8849.557522123894	8849.557522123894	4424.778761061947	4424.778761061947	13274.336283185841	4424.778761061947	4424.778761061947	8849.557522123894	8849.557522123894	26.836811481029297	26.836811481029297	26.836811481029297	26.836811481029297	26.836811481029297	3.3209283957522926	23.515883085276993	23.515883085276993	14.082950233355133	9.43293285192186	14.70566637966947	4.167160867761593	4.167160867761593	10.538505511907877	10.538505511907877	1.65069919878609	1.65069919878609	1.65069919878609	1.65069919878609	1.65069919878609	1.53027434662738	1.71091162486545	1.71091162486545	1.82501856958968	1.59680468014121	1.26560959670778	1.2161394061391	1.2161394061391	1.31507978727647	1.31507978727647
