Profile	Rawfilename	yyyy-mm-dd hh:mm	Depth [m]	Sampled volume [L]	LPM (1-2 µm) [# l-1]	LPM (2-4 µm) [# l-1]	LPM (4-8 µm) [# l-1]	LPM (8-16 µm) [# l-1]	LPM (16-32 µm) [# l-1]	LPM (32-64 µm) [# l-1]	LPM (64-128 µm) [# l-1]	LPM (128-256 µm) [# l-1]	LPM (256-512 µm) [# l-1]	LPM (0.512-1.02 mm) [# l-1]	LPM (1.02-2.05 mm) [# l-1]	LPM (2.05-4.1 mm) [# l-1]	LPM (4.1-8.19 mm) [# l-1]	LPM (8.19-16.4 mm) [# l-1]	LPM (>16.4 mm) [# l-1]	LPM biovolume (1-2 µm) [mm3 l-1]	LPM biovolume (2-4 µm) [mm3 l-1]	LPM biovolume (4-8 µm) [mm3 l-1]	LPM biovolume (8-16 µm) [mm3 l-1]	LPM biovolume (16-32 µm) [mm3 l-1]	LPM biovolume (32-64 µm) [mm3 l-1]	LPM biovolume (64-128 µm) [mm3 l-1]	LPM biovolume (128-256 µm) [mm3 l-1]	LPM biovolume (256-512 µm) [mm3 l-1]	LPM biovolume (0.512-1.02 mm) [mm3 l-1]	LPM biovolume (1.02-2.05 mm) [mm3 l-1]	LPM biovolume (2.05-4.1 mm) [mm3 l-1]	LPM biovolume (4.1-8.19 mm) [mm3 l-1]	LPM biovolume (8.19-16.4 mm) [mm3 l-1]	LPM biovolume (>16.4 mm) [mm3 l-1]	chloro fluo [mg chl m-3]	conductivity [ms cm-1]	cpar [%]	depth [m]	fcdom [ppb qse]	in situ density anomaly [kg m-3]	nitrate [umol l-1]	oxygen [umol kg-1]	oxygen [ml l-1]	par [umol m-2 s-1]	potential density anomaly [kg m-3]	potential temperature [degc]	practical salinity [psu]	pressure [db]	qc flag	spar [umol m-2 s-1]	temperature [degc]	extrames01	extrames02	extrames03	extrames04	extrames05	extrames06	extrames07	extrames08	extrames09	extrames10	extrames11	extrames12	extrames13	extrames14	extrames15	extrames16	extrames17	extrames18	extrames19	extrames20
uvpappsample03	HDR20191121030000	2019-11-21 03:00:01	2.5	3.39	0.0	0.0	0.0	0.0	0.0	424.7787610619469	21.238938053097343	64.0117994100295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0253225416884725	0.00684482718231156	0.164300141979705	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																					
uvpappsample03	HDR20191121030000	2019-11-21 03:01:04	7.5	3.39	0.0	0.0	0.0	0.0	0.0	423.0088495575221	20.353982300884955	62.83185840707964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0252012441771163	0.00650219680067114	0.16197972981821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36684	4.33251		6.9404						18.9266		14.84172	35.51258	7.0	0E-20		14.84276			88.93218																	
uvpappsample03	HDR20191121030000	2019-11-21 03:02:07	12.5	3.39	0.0	0.0	0.0	0.0	0.0	421.82890855457225	19.764011799410028	62.24188790560472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0251203791695456	0.00627377654624419	0.161051655352077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37156	4.3361098		11.8986						8.08416		14.87526	35.51162	12.0	0E-20		14.87708			89.10272																	
uvpappsample03	HDR20191121030000	2019-11-21 03:03:10	17.5	3.39	0.0	0.0	0.0	0.0	0.0	420.05899705014747	18.87905604719764	61.35693215339233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0249990816581894	0.00593114616460376	0.159659543652877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38878	4.3232332		16.8562						4.1119		14.73922	35.51778	17.0	0E-20		14.74178			89.3943																	
uvpappsample03	HDR20191121030000	2019-11-21 03:04:13	22.5	3.39	0.0	0.0	0.0	0.0	0.0	418.87905604719765	18.289085545722713	60.7669616519174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0249182166506186	0.00570272591017681	0.158731469186743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37696	4.3164362		21.8124						1.8683		14.66386	35.52028	22.0	0E-20		14.66712			89.7316																	
uvpappsample03	HDR20191121030000	2019-11-21 03:05:16	27.5	3.39	0.0	0.0	0.0	0.0	0.0	417.6991150442478	17.699115044247787	60.176991150442475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0248373516430478	0.00547430565574986	0.15780339472061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2916	4.3017948		26.7712						0.88041		14.50804	35.52562	27.0	0E-20		14.51204			90.65006																	
uvpappsample03	HDR20191121030000	2019-11-21 03:06:19	32.5	3.39	0.0	0.0	0.0	0.0	0.0	415.929203539823	16.8141592920354	59.58702064896755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0247160541316916	0.00513167527410943	0.156875320254476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24976	4.2652552		31.7268						0.399156		14.1316	35.53558	32.0	0E-20		14.13624			90.8996																	
uvpappsample03	HDR20191121030000	2019-11-21 03:07:22	37.5	3.39	0.0	0.0	0.0	0.0	0.0	414.7492625368731	16.224188790560472	58.99705014749262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0246351891241208	0.00490325501968248	0.155947245788343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89938	4.1987904		36.6824						0.178428		13.44914	35.54502	37.0	0E-20		13.45434			94.46326																	
uvpappsample03	HDR20191121030000	2019-11-21 03:08:25	42.5	3.39	0.0	0.0	0.0	0.0	0.0	412.97935103244833	15.339233038348082	58.70206489675516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0245138916127647	0.00456062463804205	0.155483208555276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62028	4.1846996		41.643						0.0811982		13.2974	35.54364	42.0	0E-20		13.30328			96.1097																	
uvpappsample03	HDR20191121030000	2019-11-21 03:09:28	47.5	3.39	0.0	0.0	0.0	0.0	0.0	411.7994100294985	14.749262536873156	58.11209439528023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0244330266051939	0.0043322043836151	0.154555134089143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37066	4.170074		46.5952						0.0315562		13.15284	35.53636	47.0	0E-20		13.15936			97.21448																	
