//<Creator>Application Administrator (admin)</Creator>
//<CreateTime>2021-02-01T10:25:16</CreateTime>
//<DataField>Ocean</DataField>
//<DataType>Profiles</DataType>
//<Method>Particle abundance and volume from the Underwater Vision Profiler. The Underwater Video Profiler is designed for the quantification of particles and of large zooplankton in the water column. Light reflected by undisturbed target objects forms a dark-field image.</Method>
//<Owner1>My DO Name(doname@test.com)</Owner1>
Cruise:METAVAR:TEXT:40;Site:METAVAR:TEXT:20;Station:METAVAR:TEXT:20;DataOwner:METAVAR:TEXT:20;Rawfilename:METAVAR:TEXT:20;Instrument:METAVAR:TEXT:10;SN:METAVAR:TEXT:10;CTDrosettefilename:METAVAR:TEXT:40;yyyy-mm-dd hh:mm:METAVAR:TEXT:40;Latitude [degrees_north]:METAVAR:DOUBLE;Longitude [degrees_east]:METAVAR:DOUBLE;Depth [m]:PRIMARYVAR:DOUBLE;Sampled volume [L];LPM (1-1.26 µm) [# l-1];LPM (1.26-1.59 µm) [# l-1];LPM (1.59-2 µm) [# l-1];LPM (2-2.52 µm) [# l-1];LPM (2.52-3.17 µm) [# l-1];LPM (3.17-4 µm) [# l-1];LPM (4-5.04 µm) [# l-1];LPM (5.04-6.35 µm) [# l-1];LPM (6.35-8 µm) [# l-1];LPM (8-10.1 µm) [# l-1];LPM (10.1-12.7 µm) [# l-1];LPM (12.7-16 µm) [# l-1];LPM (16-20.2 µm) [# l-1];LPM (20.2-25.4 µm) [# l-1];LPM (25.4-32 µm) [# l-1];LPM (32-40.3 µm) [# l-1];LPM (40.3-50.8 µm) [# l-1];LPM (50.8-64 µm) [# l-1];LPM (64-80.6 µm) [# l-1];LPM (80.6-102 µm) [# l-1];LPM (102-128 µm) [# l-1];LPM (128-161 µm) [# l-1];LPM (161-203 µm) [# l-1];LPM (203-256 µm) [# l-1];LPM (256-323 µm) [# l-1];LPM (323-406 µm) [# l-1];LPM (406-512 µm) [# l-1];LPM (512-645 µm) [# l-1];LPM (645-813 µm) [# l-1];LPM (0.813-1.02 mm) [# l-1];LPM (1.02-1.29 mm) [# l-1];LPM (1.29-1.63 mm) [# l-1];LPM (1.63-2.05 mm) [# l-1];LPM (2.05-2.58 mm) [# l-1];LPM (2.58-3.25 mm) [# l-1];LPM (3.25-4.1 mm) [# l-1];LPM (4.1-5.16 mm) [# l-1];LPM (5.16-6.5 mm) [# l-1];LPM (6.5-8.19 mm) [# l-1];LPM (8.19-10.3 mm) [# l-1];LPM (10.3-13 mm) [# l-1];LPM (13-16.4 mm) [# l-1];LPM (16.4-20.6 mm) [# l-1];LPM (20.6-26 mm) [# l-1];LPM (>26 mm) [# l-1];LPM biovolume (1-1.26 µm) [mm3 l-1];LPM biovolume (1.26-1.59 µm) [mm3 l-1];LPM biovolume (1.59-2 µm) [mm3 l-1];LPM biovolume (2-2.52 µm) [mm3 l-1];LPM biovolume (2.52-3.17 µm) [mm3 l-1];LPM biovolume (3.17-4 µm) [mm3 l-1];LPM biovolume (4-5.04 µm) [mm3 l-1];LPM biovolume (5.04-6.35 µm) [mm3 l-1];LPM biovolume (6.35-8 µm) [mm3 l-1];LPM biovolume (8-10.1 µm) [mm3 l-1];LPM biovolume (10.1-12.7 µm) [mm3 l-1];LPM biovolume (12.7-16 µm) [mm3 l-1];LPM biovolume (16-20.2 µm) [mm3 l-1];LPM biovolume (20.2-25.4 µm) [mm3 l-1];LPM biovolume (25.4-32 µm) [mm3 l-1];LPM biovolume (32-40.3 µm) [mm3 l-1];LPM biovolume (40.3-50.8 µm) [mm3 l-1];LPM biovolume (50.8-64 µm) [mm3 l-1];LPM biovolume (64-80.6 µm) [mm3 l-1];LPM biovolume (80.6-102 µm) [mm3 l-1];LPM biovolume (102-128 µm) [mm3 l-1];LPM biovolume (128-161 µm) [mm3 l-1];LPM biovolume (161-203 µm) [mm3 l-1];LPM biovolume (203-256 µm) [mm3 l-1];LPM biovolume (256-323 µm) [mm3 l-1];LPM biovolume (323-406 µm) [mm3 l-1];LPM biovolume (406-512 µm) [mm3 l-1];LPM biovolume (512-645 µm) [mm3 l-1];LPM biovolume (645-813 µm) [mm3 l-1];LPM biovolume (0.813-1.02 mm) [mm3 l-1];LPM biovolume (1.02-1.29 mm) [mm3 l-1];LPM biovolume (1.29-1.63 mm) [mm3 l-1];LPM biovolume (1.63-2.05 mm) [mm3 l-1];LPM biovolume (2.05-2.58 mm) [mm3 l-1];LPM biovolume (2.58-3.25 mm) [mm3 l-1];LPM biovolume (3.25-4.1 mm) [mm3 l-1];LPM biovolume (4.1-5.16 mm) [mm3 l-1];LPM biovolume (5.16-6.5 mm) [mm3 l-1];LPM biovolume (6.5-8.19 mm) [mm3 l-1];LPM biovolume (8.19-10.3 mm) [mm3 l-1];LPM biovolume (10.3-13 mm) [mm3 l-1];LPM biovolume (13-16.4 mm) [mm3 l-1];LPM biovolume (16.4-20.6 mm) [mm3 l-1];LPM biovolume (20.6-26 mm) [mm3 l-1];LPM biovolume (>26 mm) [mm3 l-1];chloro fluo [mg chl m-3];conductivity [ms cm-1];cpar [%];depth [m];fcdom [ppb qse];in situ density anomaly [kg m-3];nitrate [umol l-1];oxygen [umol kg-1];oxygen [ml l-1];par [umol m-2 s-1];potential density anomaly [kg m-3];potential temperature [degc];practical salinity [psu];pressure [db];qc flag;spar [umol m-2 s-1];temperature [degc];extrames01;extrames02;extrames03;extrames04;extrames05;extrames06;extrames07;extrames08;extrames09;extrames10;extrames11;extrames12;extrames13;extrames14;extrames15;extrames16;extrames17;extrames18;extrames19;extrames20
;;brusample01;My DO Name(doname@test.com);HDR20191121010000;uvp5;;;2019-11-21 01:00:00;44.0905;7.576;2.5;1.13;;;;;;;;;;;;;;;;;353.9823008849558;176.9911504424779;8.849557522123895;17.69911504424779;;29.203539823008853;50.4424778761062;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0147873496787096;0.0168658274318811;0.00170342634508091;0.00685260763280855;0.0;0.045939686073606;0.158739379052385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;2019-11-21 01:00:00;;;7.5;1.13;;;;;;;;;;;;;;;;;353.0973451327434;176.1061946902655;8.849557522123895;16.8141592920354;;28.31858407079646;50.4424778761062;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0147503813045128;0.0167814982947217;0.00170342634508091;0.00650997725116812;0.0;0.0445475743744058;0.158739379052385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;2019-11-21 01:00:00;;;12.5;1.13;;;;;;;;;;;;;;;;;352.212389380531;175.22123893805312;8.849557522123895;15.92920353982301;;27.433628318584073;50.4424778761062;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0147134129303161;0.0166971691575622;0.00170342634508091;0.00616734686952769;0.0;0.0431554626752056;0.158739379052385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;2019-11-21 01:00:00;;;17.5;1.13;;;;;;;;;;;;;;;;;351.3274336283186;174.33628318584073;8.849557522123895;15.04424778761062;;26.548672566371685;50.4424778761062;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0146764445561193;0.0166128400204028;0.00170342634508091;0.00582471648788726;0.0;0.0417633509760055;0.158739379052385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;2019-11-21 01:00:00;;;22.5;1.13;;;;;;;;;;;;;;;;;350.44247787610624;173.45132743362834;8.849557522123895;14.15929203539823;;25.663716814159294;49.55752212389381;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0146394761819225;0.0165285108832434;0.00170342634508091;0.00548208610624684;0.0;0.0403712392768053;0.155954477665501;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;2019-11-21 01:00:00;;;27.5;1.13;;;;;;;;;;;;;;;;;349.5575221238938;172.56637168141594;8.849557522123895;13.274336283185843;;24.778761061946906;49.55752212389381;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0146025078077257;0.016444181746084;0.00170342634508091;0.00513945572460641;0.0;0.0389791275776051;0.155954477665501;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;2019-11-21 01:00:00;;;32.5;1.13;;;;;;;;;;;;;;;;;348.67256637168146;171.68141592920355;8.849557522123895;12.389380530973453;;23.893805309734514;49.55752212389381;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014565539433529;0.0163598526089246;0.00170342634508091;0.00479682534296598;0.0;0.0375870158784049;0.155954477665501;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;2019-11-21 01:00:00;;;37.5;1.13;;;;;;;;;;;;;;;;;347.78761061946904;170.79646017699116;8.849557522123895;11.504424778761063;;23.893805309734514;49.55752212389381;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0145285710593322;0.0162755234717652;0.00170342634508091;0.00445419496132555;0.0;0.0375870158784049;0.155954477665501;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;2019-11-21 01:00:00;;;42.5;1.13;;;;;;;;;;;;;;;;;346.9026548672567;169.91150442477877;8.849557522123895;10.619469026548673;;23.008849557522126;49.55752212389381;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0144916026851354;0.0161911943346058;0.00170342634508091;0.00411156457968513;0.0;0.0361949041792047;0.155954477665501;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;2019-11-21 01:00:00;;;47.5;1.13;;;;;;;;;;;;;;;;;346.0176991150443;169.02654867256638;8.849557522123895;9.734513274336283;;22.123893805309738;49.55752212389381;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0144546343109386;0.0161068651974464;0.00170342634508091;0.0037689341980447;0.0;0.0348027924800045;0.155954477665501;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
